title,type,release_year,age,is_recent,duration_num,is_tv,is_us,year_added,country_primary,genre_primary,rating,listed_in,cast,has_known_actor,imdb_rating,imdb_votes,trending
Dinotrux,TV Show,2017,9,1,5.0,1,1,2017,United States,kids' tv,TV-Y7,kids' tv,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill, Brian Drummond, Paul Dobson",1,6.5,134.0,0
Undefeated,Movie,2011,15,0,113.0,0,1,2017,United States,documentaries,PG-13,"documentaries, sports movies","Montrail 'Money' Brown, O.C. Brown, Bill Courtney, Chavis Daniels",0,7.7,7393.0,0
Million Yen Women,TV Show,2017,9,1,1.0,1,0,2017,Japan,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv dramas","Yojiro Noda, Rila Fukushima, Rena Matsui, Miwako Wagatsuma, Rena Takeda, Yuko Araki, Yuya Endo, Kaito Yoshimura, Moeka Hoshi, Juri Ihata, Mariko Tsutsui, Kanji Furutachi, Tetsuhiro Ikeda, Takashi Yamanaka, Tomoya Nakamura, Lily Franky",1,7.5,2278.0,0
Naked,Movie,2017,9,1,97.0,0,1,2017,United States,comedies,TV-14,"comedies, romantic movies","Marlon Wayans, Regina Hall, Dennis Haysbert, Loretta Devine, Eliza Coupe, Scott Foley, J.T. Jackson, Brian McKnight, Cory Hardrict, Neil Brown Jr., David Sheridan, Minka Kelly",1,5.4,21995.0,1
The Saint,Movie,2017,9,1,92.0,0,1,2017,United States,action & adventure,TV-14,action & adventure,"Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar, Roger Moore, Enrique Murciano, Thomas Kretschmann, Beatrice Rosen, Greg Grunberg, Yani Gellman",1,4.9,7024.0,0
Raising the Bar,Movie,2016,10,1,97.0,0,0,2017,Australia,children & family movies,TV-Y,"children & family movies, dramas, sports movies","Kelli Berglund, Lili Karamalikis, Tess Fowler, Emily Morris, Peta Shannon, Adam Tuominen, Caetlyn Collins, Jack Tomich, Isabelle Andary-Geslin, Rachel D'Sena",1,5.5,1823.0,0
World War II in Colour,TV Show,2009,17,0,1.0,1,0,2017,United Kingdom,british tv shows,TV-MA,"british tv shows, docuseries, international tv shows",Robert Powell,0,8.7,7683.0,0
Daughters of Destiny,TV Show,2017,9,1,1.0,1,1,2017,United States,docuseries,TV-14,docuseries,,0,8.6,1032.0,0
The Incredible Jessica James,Movie,2017,9,1,84.0,0,1,2017,United States,comedies,TV-MA,"comedies, independent movies, romantic movies","Jessica Williams, Chris O'Dowd, Lakeith Stanfield, Noël Wells, Taliyah Whitaker, Zabryna Guevara, Sarah Jones, Will Stephen, Susan Heyward, Megan Ketch",1,6.5,8835.0,0
Chasing Coral,Movie,2017,9,1,89.0,0,1,2017,United States,documentaries,TV-PG,documentaries,,0,8.0,5741.0,0
Tom Segura: Completely Normal,Movie,2014,12,0,74.0,0,1,2017,United States,stand-up comedy,TV-MA,stand-up comedy,Tom Segura,1,7.7,3189.0,0
The Legend of Bruce Lee,TV Show,2008,18,0,1.0,1,0,2017,China,international tv shows,TV-14,"international tv shows, tv action & adventure, tv dramas","Danny Chan, Michelle Lang, Ted Duran, Hazen MacIntyre, Luoyong Wang, Natalia Dzyublo, Traci Ann Wolfe, Ke Gai, Zhou Zhou, Yu Chenghui",0,6.8,1616.0,0
10 jours en or,Movie,2012,14,0,97.0,0,0,2017,France,comedies,TV-14,"comedies, dramas, international movies","Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",0,5.9,1058.0,0
Professor,Movie,1962,64,0,163.0,0,0,2017,India,comedies,TV-PG,"comedies, dramas, international movies","Shammi Kapoor, Kalpana, Lalita Pawar, Parveen Choudhary, Salim, Pratima Devi, Rashid Khan, Bir Sakuja, Bela Bose, Ratnamala",1,6.9,331.0,0
The Invisible Guest,Movie,2016,10,1,106.0,0,0,2017,Spain,international movies,TV-14,"international movies, thrillers","Mario Casas, Ana Wagener, José Coronado, Bárbara Lennie, Francesc Orella, Paco Tous, David Selvas",1,8.0,211110.0,1
The Oath,TV Show,2011,15,0,1.0,1,0,2017,Singapore,international tv shows,TV-14,"international tv shows, romantic tv shows, tv dramas","Christopher Lee, Jesseca Liu, Ann Kok, Kate Pang, Zhang Zhenhuan, Richard Low",1,7.9,10.0,0
The Truth Seekers,TV Show,2016,10,1,1.0,1,0,2017,Singapore,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv dramas","Chen Hanwei, Rebecca Lim, Desmond Tan, Yusuke Fukuchi",1,7.0,23.0,0
Yaar Gaddar,Movie,1994,32,0,148.0,0,0,2017,India,dramas,TV-14,"dramas, international movies","Mithun Chakraborty, Saif Ali Khan, Somy Ali, Prem Chopra, Gulshan Grover, Puneet Issar, Himani Shivpuri, Johnny Lever, Yunus Parvez, Umesh Shukla",1,3.7,220.0,0
Counterpunch,Movie,2017,9,1,91.0,0,1,2017,United States,documentaries,TV-MA,"documentaries, sports movies",,0,6.7,975.0,0
Man to Man,TV Show,2017,9,1,1.0,1,0,2017,South Korea,crime tv shows,TV-14,"crime tv shows, international tv shows, korean tv shows","Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae",1,7.3,1859.0,0
Oh Darling Yeh Hai India,Movie,1995,31,0,154.0,0,0,2017,India,action & adventure,TV-14,"action & adventure, comedies, international movies","Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri, Tom Alter, Tinnu Anand, Sadashiv Amrapurkar, Tiku Talsania, Kader Khan",1,4.0,2116.0,0
War Machine,Movie,2017,9,1,123.0,0,1,2017,United States,comedies,TV-MA,"comedies, dramas","Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",1,6.0,51504.0,1
Arès,Movie,2016,10,1,80.0,0,0,2017,France,action & adventure,TV-MA,"action & adventure, international movies, sci-fi & fantasy","Ola Rapace, Micha Lescot, Thierry Hancisse, Hélène Fillières, Ruth Vega Fernandez, Louis-Do de Lencquesaing, Eva Lallier, Emilie Gavois-Kahn",0,6.2,4690.0,0
Highland: Thailand's Marijuana Awakening,TV Show,2017,9,1,1.0,1,0,2017,Thailand,docuseries,TV-MA,"docuseries, international tv shows",Sebastian Perry,0,6.0,27.0,0
Lovesong,Movie,2016,10,1,84.0,0,1,2017,United States,dramas,TV-MA,"dramas, independent movies, romantic movies","Jena Malone, Riley Keough, Brooklyn Decker, Amy Seimetz, Ryan Eggold, Rosanna Arquette, Cary Joji Fukunaga, Marshall Chapman, Neal Huff",1,6.3,5453.0,0
Sahara,Movie,2017,9,1,86.0,0,0,2017,France,children & family movies,TV-Y7,children & family movies,"Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball",1,5.5,3388.0,0
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Movie,2017,9,1,61.0,0,1,2017,United States,stand-up comedy,TV-MA,stand-up comedy,Norm MacDonald,0,7.3,3510.0,0
Handsome: A Netflix Mystery Movie,Movie,2017,9,1,81.0,0,1,2017,United States,comedies,TV-MA,comedies,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",1,5.2,5363.0,0
Simplemente Manu NNa,Movie,2017,9,1,72.0,0,0,2017,Mexico,stand-up comedy,TV-MA,stand-up comedy,Manu NNa,0,5.3,52.0,0
The Next Skin,Movie,2016,10,1,104.0,0,0,2017,Spain,dramas,TV-MA,"dramas, international movies","Àlex Monner, Emma Suárez, Sergi López, Bruno Todeschini, Igor Szpakowski, Sílvia Bel, Greta Fernández, Mikel Iglesias",1,6.1,2149.0,0
Sand Castle,Movie,2017,9,1,113.0,0,1,2017,United States,action & adventure,TV-MA,"action & adventure, dramas, independent movies","Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",1,6.3,30483.0,1
Bibi & Tina,Movie,2014,12,0,97.0,0,0,2017,Germany,children & family movies,TV-PG,"children & family movies, music & musicals","Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Ruby O. Fee, Charly Hübner, Michael Maertens, Winnie Böwe, Fabian Buch, Max von der Groeben, Martin Seifert",1,4.8,957.0,0
Sandy Wexler,Movie,2017,9,1,131.0,0,1,2017,United States,comedies,TV-14,comedies,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",1,5.2,19449.0,1
Frat Star,Movie,2017,9,1,85.0,0,1,2017,United States,comedies,TV-MA,comedies,"Connor Lawrence, Justin Mark, Cathryn Dylan, Chris Elliott, Tyler Weaks, Max Sheldon, Austin Ramsey, Peter O'Connor, Nicole Balsam, Kaitlin Mesh",1,3.5,794.0,0
Couples Counseling,Movie,2016,10,1,88.0,0,0,2017,Brazil,comedies,TV-MA,"comedies, dramas, international movies","Zezé Polessa, Daniel Dantas, Paulo Vilhena, Fernanda Paes Leme, Juliana Mesquita",1,5.6,334.0,0
Salaakhen,Movie,1975,51,0,134.0,0,0,2017,India,action & adventure,TV-14,"action & adventure, international movies, music & musicals","Shashi Kapoor, Sulakshana Pandit, Mehmood, Sudhir, Anjana Mumtaz, Sajjan, M. Rajan, Mac Mohan, Amrish Puri, Ramesh Deo",1,5.7,85.0,0
Best Worst Thing That Ever Could Have Happened,Movie,2016,10,1,97.0,0,1,2017,United States,documentaries,TV-MA,documentaries,"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price",1,7.6,749.0,0
Julie's Greenroom,TV Show,2017,9,1,1.0,1,1,2017,United States,kids' tv,TV-Y,kids' tv,"Julie Andrews, Giullian Yao Gioiello, Jennifer Barnhart, Tyler Bunch, Frankie Cordero, Stephanie D'Abruzzo, Dorien Davies, John Kennedy, John Tartaglia",1,8.1,369.0,0
Howards End,Movie,1992,34,0,143.0,0,0,2017,United Kingdom,classic movies,PG,"classic movies, dramas, independent movies","Anthony Hopkins, Vanessa Redgrave, Helena Bonham Carter, Emma Thompson, James Wilby, Samuel West, Jemma Redgrave, Joseph Bennett, Nicola Duffett, Susie Lindeman",1,7.4,37509.0,1
One 2 Ka 4,Movie,2001,25,0,160.0,0,0,2017,India,action & adventure,TV-14,"action & adventure, comedies, dramas","Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana",1,5.5,5809.0,0
Cheer Squad,TV Show,2016,10,1,1.0,1,1,2017,United States,reality tv,TV-PG,"reality tv, teen tv shows",,0,7.4,178.0,0
Burning Sands,Movie,2017,9,1,102.0,0,1,2017,United States,dramas,TV-MA,"dramas, independent movies","Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John",1,6.0,3096.0,0
One More Time,TV Show,2016,10,1,1.0,1,0,2017,South Korea,international tv shows,TV-14,"international tv shows, korean tv shows, romantic tv shows","L, So-hui Yoon, Gi-du Kim, Chang-hwan Kim, Ji Su, Tae-im Lee, Nam-gil Kang",1,6.8,665.0,0
Operações Especiais,Movie,2015,11,1,99.0,0,0,2017,Brazil,action & adventure,TV-MA,"action & adventure, international movies","Cleo Pires, Marcos Caruso, Thiago Martins, Fabrício Boliveira, Fabiula Nascimento, Antonio Pedro Tabet, Fábio Lago, Analú Prestes, Gillray Coutinho, Augusto Madeira",1,6.3,1737.0,0
I Don't Feel at Home in This World Anymore,Movie,2017,9,1,97.0,0,1,2017,United States,dramas,TV-MA,"dramas, independent movies, thrillers","Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Gary Anthony Williams",1,6.9,67304.0,1
Legend Quest,TV Show,2017,9,1,1.0,1,0,2017,Mexico,kids' tv,TV-Y7,kids' tv,"Benny Emmanuel, Mayté Cordeiro, Andrés Couturier, Ricardo O'Farrill, Alondra Hidalgo, Alejandro Villeli, Sofía Niño de Rivera, Johnny Rose, Annemarie Blanco, Oscar Cheda, Paul Tei, Cydney J. Fam, Lisa Grossman",1,7.3,580.0,0
The Sound of Your Heart,TV Show,2016,10,1,1.0,1,0,2017,South Korea,international tv shows,TV-14,"international tv shows, korean tv shows, tv comedies","Kwang-soo Lee, Dae-Myung Kim, So-min Jung, Byeong-ok Kim, Mi-kyung Kim",0,8.1,1768.0,0
Girlfriend's Day,Movie,2017,9,1,71.0,0,1,2017,United States,comedies,TV-MA,"comedies, independent movies","Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney",1,5.2,5310.0,0
David Brent: Life on the Road,Movie,2016,10,1,97.0,0,0,2017,United Kingdom,comedies,TV-MA,"comedies, international movies, music & musicals","Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon",1,6.3,22466.0,1
"Michael Bolton's Big, Sexy Valentine's Day Special",Movie,2017,9,1,54.0,0,1,2017,United States,comedies,TV-MA,"comedies, music & musicals, romantic movies","Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers",1,6.7,2370.0,0
Dilwale,Movie,2015,11,1,154.0,0,0,2017,India,action & adventure,TV-PG,"action & adventure, dramas, international movies","Shah Rukh Khan, Kajol, Kriti Sanon, Kabir Bedi, Varun Dhawan, Boman Irani, Johnny Lever, Varun Sharma, Sanjay Mishra, Vinod Khanna, Mukesh Tiwari, Pankaj Tripathi, Shawar Ali",1,5.1,39547.0,1
Happy New Year,Movie,2014,12,0,179.0,0,0,2017,India,action & adventure,TV-14,"action & adventure, comedies, dramas","Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah",1,5.0,43317.0,1
Haraamkhor,Movie,2015,11,1,93.0,0,0,2017,India,dramas,TV-14,"dramas, independent movies, international movies","Nawazuddin Siddiqui, Shweta Tripathi, Harish Khanna, Irfan Khan, Trimala Adhikari, Mohd Samad",1,6.3,4513.0,0
The Reconquest,Movie,2016,10,1,108.0,0,0,2017,Spain,dramas,TV-MA,"dramas, international movies, romantic movies","Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido",1,6.6,943.0,0
IBOY,Movie,2017,9,1,91.0,0,0,2017,United Kingdom,international movies,TV-MA,"international movies, sci-fi & fantasy, thrillers","Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi",1,5.9,24700.0,1
Cristela Alonzo: Lower Classy,Movie,2017,9,1,67.0,0,1,2017,United States,stand-up comedy,TV-MA,stand-up comedy,Cristela Alonzo,0,6.7,1002.0,0
Sarajevo,Movie,2014,12,0,98.0,0,0,2017,Austria,dramas,TV-PG,"dramas, international movies","Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich von Thun, Juraj Kukura",0,6.7,2966.0,0
We're Lalaloopsy,TV Show,2017,9,1,1.0,1,1,2017,United States,kids' tv,TV-Y,"kids' tv, tv comedies","Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre",1,6.9,48.0,0
Under the Shadow,Movie,2016,10,1,84.0,0,0,2017,United Kingdom,horror movies,PG-13,"horror movies, international movies, thrillers","Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai",0,6.8,31872.0,1
Rampage: President Down,Movie,2016,10,1,100.0,0,0,2017,Canada,action & adventure,TV-MA,"action & adventure, international movies","Brendan Fletcher, Steve Baran, Ryan McDonell, Scott Patey, Loretta Walsh, Zain Meghji, Crystal Lowe",1,4.7,3590.0,0
Jen Kirkman: Just Keep Livin’?,Movie,2017,9,1,69.0,0,1,2017,United States,stand-up comedy,TV-MA,stand-up comedy,Jen Kirkman,0,6.8,1369.0,0
Udta Punjab,Movie,2016,10,1,146.0,0,0,2017,India,dramas,TV-MA,"dramas, international movies","Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj",1,7.7,32640.0,1
Sister Cities,Movie,2016,10,1,88.0,0,1,2016,United States,dramas,TV-MA,dramas,"Jacki Weaver, Troian Bellisario, Stana Katic, Michelle Trachtenberg, Jess Weixler, Alfred Molina, Amy Smart, Tom Everett Scott, Kaia Gerber, Aimee Garcia, Kathy Baker, Peter Jason",1,6.6,1541.0,0
Ice Fantasy,TV Show,2016,10,1,1.0,1,0,2016,China,international tv shows,TV-14,"international tv shows, tv action & adventure, tv sci-fi & fantasy","Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",0,6.6,673.0,0
Merlin,TV Show,2012,14,0,5.0,1,0,2016,United Kingdom,british tv shows,TV-PG,"british tv shows, international tv shows, tv action & adventure","Colin Morgan, Bradley James, Katie McGrath, Angel Coulby, Richard Wilson, Anthony Head, John Hurt, Nathaniel Parker",1,4.9,51.0,0
Asperger's Are Us,Movie,2016,10,1,83.0,0,1,2016,United States,documentaries,TV-MA,documentaries,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",0,6.6,824.0,0
Miss in Kiss,TV Show,2016,10,1,1.0,1,0,2016,Taiwan,international tv shows,TV-14,"international tv shows, romantic tv shows, tv comedies","Esther Wu, Dino Lee, Gong Yi Teng, Xi Wei Lun, Honduras, Vega Tsai, Shen Chang Hung",1,6.9,127.0,0
Other People,Movie,2016,10,1,97.0,0,1,2016,United States,comedies,TV-MA,"comedies, dramas, independent movies","Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb",1,6.8,12974.0,1
The Cuba Libre Story,TV Show,2015,11,1,1.0,1,0,2016,France,docuseries,TV-14,"docuseries, international tv shows",,0,7.6,2091.0,0
Reggie Watts: Spatial,Movie,2016,10,1,62.0,0,1,2016,United States,music & musicals,TV-MA,"music & musicals, stand-up comedy",Reggie Watts,1,6.0,557.0,0
Back to 1989,TV Show,2016,10,1,1.0,1,0,2016,Taiwan,international tv shows,TV-PG,"international tv shows, romantic tv shows, tv comedies","Marcus Chang, Ivy Shao, Mini Tsai, Yorke Sun, Ray Yang, Chang Chieh",1,8.1,171.0,0
Donald Glover: Weirdo,Movie,2012,14,0,65.0,0,1,2016,United States,stand-up comedy,TV-MA,stand-up comedy,Donald Glover,1,7.4,3842.0,0
Paranoid,TV Show,2016,10,1,1.0,1,0,2016,United Kingdom,british tv shows,TV-MA,"british tv shows, crime tv shows, international tv shows","Indira Varma, Robert Glenister, Dino Fetscher, Neil Stuke, Christiane Paul, Lesley Sharp, Kevin Doyle",1,6.6,10686.0,1
Dieter Nuhr: Nuhr in Berlin,Movie,2016,10,1,69.0,0,0,2016,Germany,stand-up comedy,TV-MA,stand-up comedy,Dieter Nuhr,0,4.7,79.0,0
Kathleen Madigan: Bothering Jesus,Movie,2016,10,1,71.0,0,1,2016,United States,stand-up comedy,TV-MA,stand-up comedy,Kathleen Madigan,0,7.5,712.0,0
Just You,TV Show,2013,13,0,1.0,1,0,2016,Taiwan,international tv shows,TV-14,"international tv shows, romantic tv shows, tv comedies","Aaron Yan, Puff Kuo, Katherine Wang, Dean Fujioka, Lyla Lin, Lin Yu-pin",1,7.3,397.0,0
Into the Inferno,Movie,2016,10,1,107.0,0,0,2016,United Kingdom,documentaries,TV-PG,documentaries,Werner Herzog,1,7.2,10535.0,1
Joe Rogan: Triggered,Movie,2016,10,1,64.0,0,1,2016,United States,stand-up comedy,TV-MA,stand-up comedy,Joe Rogan,0,7.3,5005.0,0
Blind Date,Movie,2015,11,1,91.0,0,0,2016,France,comedies,TV-14,"comedies, international movies, music & musicals","Mélanie Bernier, Clovis Cornillac, Lilou Fogli, Philippe Duquesne, Grégoire Oestermann, Oscar Copp, Boris Terral, Manu Payet",0,6.6,7298.0,0
Spotless,TV Show,2015,11,1,1.0,1,0,2016,United Kingdom,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv dramas","Marc-André Grondin, Denis Ménochet, Miranda Raison, Doug Allen, Liam Garrigan, Ciarán Owens, Kate Magowan, Tanya Fear, Naomi Radcliffe, Lucy Akhurst, Jemma Donovan, Niall Hayes, Brendan Coyle",1,7.7,4174.0,0
Vampire Knight,TV Show,2008,18,0,2.0,1,0,2016,Japan,anime series,TV-14,"anime series, international tv shows, romantic tv shows","Daisuke Kishio, Ezra Weisz, Mamoru Miyano, Vic Mignogna, Yui Horie, Mela Lee, Risa Mizuno, Stephanie Sheh, Junichi Suwabe, Troy Baker, Jun Fukuyama, Bryce Papenbrook, Mai Nakahara, Laura Bailey, Soichiro Hoshi, Steve Staley, Susumu Chiba, Spike Spencer, Hiroki Yasumoto, Travis Willingham, Fumiko Orikasa, Wendee Lee",1,7.2,6093.0,0
13TH,Movie,2016,10,1,101.0,0,1,2016,United States,documentaries,TV-MA,documentaries,,0,8.2,38474.0,1
The Siege of Jadotville,Movie,2016,10,1,108.0,0,0,2016,Ireland,action & adventure,TV-MA,"action & adventure, dramas, international movies","Jamie Dornan, Guillaume Canet, Emmanuelle Seigner, Jason O'Mara, Mikael Persbrandt, Mark Strong, Michael McElhatton, Danny Sapani, Sam Keeley, Ronan Raftery, Mike Noble, Charlie Kelly, Conor MacNeill, Fionn O'Shea, Conor Quinlan, Jordan Mifsud",1,7.2,46682.0,1
Unchained: The Untold Story of Freestyle Motocross,Movie,2016,10,1,92.0,0,1,2016,United States,documentaries,TV-MA,"documentaries, sports movies",Josh Brolin,1,7.8,330.0,0
Amanda Knox,Movie,2016,10,1,92.0,0,0,2016,Denmark,documentaries,TV-MA,documentaries,,0,6.9,26523.0,1
Audrie & Daisy,Movie,2016,10,1,99.0,0,1,2016,United States,documentaries,TV-MA,documentaries,,0,7.2,7379.0,0
Cedric the Entertainer: Live from the Ville,Movie,2016,10,1,60.0,0,1,2016,United States,stand-up comedy,TV-MA,stand-up comedy,Cedric the Entertainer,1,6.3,751.0,0
The White Helmets,Movie,2016,10,1,41.0,0,0,2016,United Kingdom,documentaries,TV-PG,documentaries,,0,7.5,8339.0,0
